1,-46.520438,-23.528781
2,-46.52308296,-23.52999286
2,-46.52169408,-23.53066497
1,-46.52593008,-23.52438939
1,-46.51982438,-23.52541726
1,-46.5199036,-23.52939441
4,-46.52405091,-23.52345186
1,-46.52165412,-23.530725
4,-46.5231859,-23.52373337
2,-46.51996988,-23.52670092
2,-46.52691516,-23.52996504
1,-46.5239999,-23.52355561
1,-46.52434838,-23.52401742
2,-46.5240626,-23.53051396
1,-46.52563247,-23.52429033
2,-46.52371288,-23.5255272
1,-46.52307171,-23.52490364
1,-46.52414772,-23.52450874
1,-46.52745172,-23.52609374
1,-46.52015972,-23.52789274
1,-46.52307623,-23.52752721
2,-46.52596544,-23.52529579
2,-46.52680495,-23.52390431
1,-46.5227789,-23.52584259
1,-46.51979952,-23.52563779
1,-46.52145276,-23.52866338
1,-46.52178096,-23.5261812
1,-46.52529606,-23.52617374
1,-46.52567595,-23.52374331
6,-46.52736006,-23.52551474
1,-46.52361949,-23.52908332
1,-46.52460239,-23.52641174
1,-46.52663711,-23.52698879
1,-46.52558706,-23.52823674
3,-46.52337806,-23.52699574
1,-46.52709887,-23.52718535
3,-46.52823112,-23.527252
2,-46.5281034,-23.52693158
1,-46.52751014,-23.52920692
1,-46.52615885,-23.52910574
1,-46.52786507,-23.52843685
2,-46.5272002,-23.52920664
1,-46.52612228,-23.52951057
1,-46.52484012,-23.529699
1,-46.52509003,-23.52258326
1,-46.525497,-23.522526
1,-46.52497436,-23.52263144
1,-46.52483003,-23.52238326
3,-46.524445,-23.522688
3,-46.525418,-23.527719
8,-46.51967778,-23.5254916
3,-46.5205125,-23.52977596
2,-46.52657594,-23.52381402
2,-46.52037285,-23.52958547
1,-46.52604261,-23.52448893
2,-46.52067094,-23.52484607
1,-46.522201,-23.530737
1,-46.52017278,-23.52940656
1,-46.52053661,-23.52973479
1,-46.519733,-23.52607552
1,-46.51974723,-23.52607054
1,-46.5195238,-23.52984925
3,-46.52444014,-23.52333918
1,-46.51977054,-23.52613992
1,-46.52166215,-23.52333121
2,-46.51970488,-23.52645792
1,-46.52001,-23.52960235
1,-46.52218348,-23.52750579
1,-46.52094051,-23.52750718
1,-46.52735401,-23.52466803
1,-46.52002414,-23.52493122
1,-46.52822002,-23.52532476
3,-46.52135454,-23.52928363
4,-46.52087637,-23.52760529
1,-46.52496621,-23.52381742
1,-46.52527429,-23.52493229
1,-46.52484438,-23.52385642
1,-46.52785574,-23.52526587
1,-46.52227277,-23.52773907
1,-46.5223763,-23.52323071
1,-46.52810402,-23.52513976
1,-46.52071709,-23.52764127
1,-46.52894445,-23.52645979
1,-46.527035,-23.529783
1,-46.52505529,-23.52500429
2,-46.52068472,-23.5276635
1,-46.52113125,-23.5295745
1,-46.52448138,-23.52397442
1,-46.52841575,-23.52809
1,-46.52140777,-23.52335483
1,-46.52867023,-23.5264193
1,-46.52277296,-23.52378824
1,-46.52068928,-23.52564299
1,-46.52619564,-23.53135957
1,-46.52000756,-23.52686274
1,-46.52246071,-23.52823006
1,-46.52427811,-23.5307515
1,-46.52342635,-23.52395797
12,-46.52383772,-23.52371774
1,-46.52234753,-23.52580159
1,-46.52725888,-23.52504171
2,-46.51998045,-23.52716512
1,-46.52015001,-23.52727644
1,-46.52100244,-23.52424631
1,-46.52238922,-23.52592084
1,-46.52371772,-23.52421674
3,-46.51999672,-23.52737074
1,-46.52319,-23.530838
1,-46.52686756,-23.52514174
1,-46.52594188,-23.52983962
1,-46.52360856,-23.52425574
1,-46.52434188,-23.52527397
1,-46.52008823,-23.5276174
1,-46.52694139,-23.52498274
6,-46.52407025,-23.52423729
1,-46.52737963,-23.52806517
1,-46.52265424,-23.52631551
1,-46.52299544,-23.52471211
1,-46.52256419,-23.52643102
1,-46.52594661,-23.52966088
1,-46.52768772,-23.52612774
1,-46.52767172,-23.52629074
1,-46.52397489,-23.52555119
1,-46.5241851,-23.53058183
1,-46.52554104,-23.52421701
2,-46.52661979,-23.52493702
1,-46.52107586,-23.52658042
1,-46.52659189,-23.52510874
2,-46.52277675,-23.52905568
1,-46.52019748,-23.52788
1,-46.52109458,-23.52665558
1,-46.52018606,-23.52797374
1,-46.52309084,-23.52495634
1,-46.52044206,-23.52469574
8,-46.52564943,-23.52959266
1,-46.52557944,-23.52958784
12,-46.52025106,-23.52815674
1,-46.522665,-23.53074102
1,-46.52420206,-23.52465174
1,-46.52398104,-23.53019681
1,-46.52427806,-23.52484374
1,-46.52017266,-23.52505679
1,-46.52018906,-23.52502874
1,-46.52553095,-23.52463531
1,-46.52509999,-23.52971325
1,-46.52124497,-23.52725953
1,-46.52035772,-23.52845874
1,-46.52439272,-23.52513174
1,-46.52312741,-23.52572737
1,-46.52683795,-23.52601984
1,-46.52283986,-23.52718163
1,-46.52670989,-23.52615874
1,-46.52337107,-23.52532565
1,-46.52308321,-23.52585607
1,-46.52297183,-23.52722817
1,-46.52047106,-23.52822374
1,-46.5223826,-23.52453864
1,-46.52290452,-23.52734671
1,-46.52345632,-23.52554592
4,-46.52645789,-23.52612474
1,-46.52292545,-23.52579414
1,-46.52624196,-23.52807999
1,-46.5265963,-23.52366293
1,-46.52117385,-23.52757874
1,-46.52288555,-23.52592969
1,-46.52685461,-23.52408731
1,-46.52457706,-23.52563274
3,-46.52250389,-23.52938251
1,-46.52576706,-23.52541474
1,-46.52757378,-23.52446931
1,-46.52670978,-23.52406631
1,-46.52361049,-23.52584388
1,-46.52169696,-23.53032198
1,-46.52062206,-23.52866574
1,-46.52755595,-23.52459931
1,-46.521953,-23.530268
1,-46.52293361,-23.52764103
1,-46.52323546,-23.52979943
1,-46.52735695,-23.52457931
2,-46.524178,-23.529597
1,-46.52298643,-23.52986399
4,-46.52183796,-23.52484408
1,-46.52634295,-23.52401331
1,-46.523728,-23.526167
1,-46.52313804,-23.528028
1,-46.52133007,-23.52818629
3,-46.5241369,-23.52938316
1,-46.52558406,-23.52845774
1,-46.52147351,-23.52818181
1,-46.52221948,-23.5261565
1,-46.52545906,-23.52832574
1,-46.52268316,-23.52959263
1,-46.52382115,-23.52636488
1,-46.52375675,-23.52953313
1,-46.52745722,-23.52499716
1,-46.52752453,-23.52500563
1,-46.5215072,-23.5249588
1,-46.52150958,-23.52484248
1,-46.52632978,-23.52383431
6,-46.52069296,-23.52935132
1,-46.52557652,-23.52415596
1,-46.52584092,-23.52398796
1,-46.52500372,-23.52623074
1,-46.52390273,-23.52658847
2,-46.52146226,-23.52485895
1,-46.52719804,-23.52533281
1,-46.52531977,-23.52855011
1,-46.528492,-23.525493
1,-46.52133294,-23.52501924
1,-46.52737706,-23.52541374
8,-46.52371306,-23.52667474
1,-46.52607906,-23.52621574
1,-46.52538406,-23.52614174
1,-46.52493006,-23.52654274
2,-46.521142,-23.529753
1,-46.51952289,-23.52636174
1,-46.52541506,-23.52629774
1,-46.52341083,-23.52848562
1,-46.52634844,-23.52626779
1,-46.52611806,-23.52630974
1,-46.5252435,-23.52621787
1,-46.52497997,-23.52657463
1,-46.52717106,-23.52545274
1,-46.52500706,-23.52673974
1,-46.52505406,-23.52864474
1,-46.52114183,-23.52508552
20,-46.52498806,-23.52668974
2,-46.52828306,-23.52556874
1,-46.52340841,-23.52952733
1,-46.52513406,-23.52623074
1,-46.52327715,-23.52956885
1,-46.52715106,-23.52558274
1,-46.52132603,-23.52875738
1,-46.52540895,-23.52370531
1,-46.52618106,-23.52647074
1,-46.52479106,-23.52873774
2,-46.52223409,-23.52921744
1,-46.52382906,-23.52697874
1,-46.52166882,-23.5288716
2,-46.52509562,-23.52692267
1,-46.52847011,-23.52583899
1,-46.52350565,-23.52875723
1,-46.52203424,-23.52909517
1,-46.52353942,-23.52885397
1,-46.5213848,-23.52642833
1,-46.52387006,-23.52708674
1,-46.52844771,-23.52597555
1,-46.52355344,-23.52889412
1,-46.52131857,-23.52633064
1,-46.52070241,-23.52950933
1,-46.52844516,-23.52607398
2,-46.52823006,-23.52588674
1,-46.52710106,-23.52589774
64,-46.52062967,-23.5294382
2,-46.52206141,-23.52909509
1,-46.52121433,-23.52636433
1,-46.52657944,-23.52684779
1,-46.52709333,-23.52597571
1,-46.52186315,-23.52899049
1,-46.52727589,-23.52600674
1,-46.52113269,-23.52639071
1,-46.52534185,-23.52704274
1,-46.52473072,-23.52654074
1,-46.52350194,-23.52908964
1,-46.52181596,-23.52896162
2,-46.52516672,-23.52714874
1,-46.52366474,-23.52921292
1,-46.52398672,-23.52738474
1,-46.52820072,-23.52603774
1,-46.52666811,-23.52706579
1,-46.52419215,-23.52731588
1,-46.52175672,-23.52892537
1,-46.52400006,-23.52742374
1,-46.52456506,-23.52659574
1,-46.5235508,-23.5292322
1,-46.52704106,-23.52627474
1,-46.52635206,-23.52689974
1,-46.52437908,-23.52651136
1,-46.52539885,-23.52718874
1,-46.52520072,-23.52723774
1,-46.52429849,-23.52759688
1,-46.52543802,-23.52728674
1,-46.52525106,-23.52736974
1,-46.52814006,-23.52639874
1,-46.52720206,-23.52649774
1,-46.52409506,-23.52676174
1,-46.52678711,-23.52738119
2,-46.51991081,-23.52922115
1,-46.52833978,-23.52655413
1,-46.52401272,-23.52661174
1,-46.52537306,-23.52768274
1,-46.52717289,-23.52668774
1,-46.52219214,-23.52929232
1,-46.52834184,-23.52669399
1,-46.52829579,-23.52683665
1,-46.52694306,-23.52691474
1,-46.52564789,-23.52784174
1,-46.5281652,-23.52645142
1,-46.52693206,-23.52697674
1,-46.52544888,-23.52783402
1,-46.52816274,-23.52655481
1,-46.52691589,-23.52708974
1,-46.52427,-23.528064
1,-46.52422589,-23.52800274
1,-46.52664389,-23.52763874
1,-46.52815305,-23.52661636
1,-46.52825261,-23.52711398
1,-46.52362089,-23.52691574
2,-46.52575806,-23.52811774
1,-46.52712106,-23.52702074
1,-46.52801993,-23.52710365
1,-46.52808109,-23.52707328
1,-46.52466949,-23.52850088
1,-46.52708557,-23.52725659
1,-46.52435634,-23.5282328
1,-46.5282273,-23.52727651
3,-46.52821708,-23.52734219
1,-46.52338906,-23.52682774
1,-46.52810914,-23.52689513
1,-46.52437572,-23.52837474
1,-46.5270711,-23.52811565
1,-46.52710071,-23.52819189
1,-46.527072,-23.527384
1,-46.52587602,-23.52837974
1,-46.52819579,-23.5274789
1,-46.52589902,-23.52843974
1,-46.52808823,-23.52702794
104,-46.52704806,-23.52749674
1,-46.52818814,-23.52759492
1,-46.52576306,-23.52864674
1,-46.52591002,-23.52846974
1,-46.52315456,-23.52694591
1,-46.524608,-23.528921
1,-46.52704642,-23.52782112
1,-46.52300686,-23.52699478
1,-46.52705683,-23.52857017
1,-46.52593685,-23.52854074
1,-46.52804078,-23.5273292
3,-46.52715155,-23.52880144
1,-46.52477806,-23.52887374
1,-46.52454306,-23.52879974
2,-46.52589,-23.528943
2,-46.52722407,-23.52850953
1,-46.524865,-23.529051
1,-46.52460089,-23.52894174
2,-46.52816243,-23.52769319
2,-46.52468472,-23.52914774
1,-46.5279669,-23.52779837
9,-46.52489789,-23.52918374
1,-46.52732264,-23.52921919
1,-46.524946,-23.529267
1,-46.52603398,-23.5288046
1,-46.52496806,-23.52936774
1,-46.52806281,-23.52827644
1,-46.52737705,-23.52890344
1,-46.52607902,-23.52891674
1,-46.52789217,-23.52825415
1,-46.52737604,-23.52934955
1,-46.52245578,-23.52718176
1,-46.52805898,-23.52830299
1,-46.52603008,-23.52930677
2,-46.52230228,-23.52735025
1,-46.52504489,-23.52955566
1,-46.52746081,-23.5291191
1,-46.52481703,-23.52968877
1,-46.52785765,-23.52848683
1,-46.52617176,-23.5291436
1,-46.52803752,-23.52845168
1,-46.52618902,-23.52917874
1,-46.52756185,-23.5293764
1,-46.52194528,-23.52735598
1,-46.52485625,-23.5298439
2,-46.52740161,-23.5294483
1,-46.52633432,-23.52953004
1,-46.52800741,-23.52866034
1,-46.5248478,-23.5299011
1,-46.52185923,-23.52738541
56,-46.52784321,-23.52858418
6,-46.52797401,-23.5289352
1,-46.52170618,-23.52743776
1,-46.52501095,-23.53029873
1,-46.52481625,-23.53008755
1,-46.5250025,-23.53035058
1,-46.52159232,-23.52758665
1,-46.52498561,-23.53051577
14,-46.52779944,-23.5288792
1,-46.52149831,-23.52761581
1,-46.52779365,-23.52891819
1,-46.5277797,-23.52901221
1,-46.52495533,-23.53063844
1,-46.52476365,-23.53028572
1,-46.52471393,-23.5305875
1,-46.52614296,-23.53039803
1,-46.527963,-23.529457
1,-46.52491747,-23.53077883
1,-46.52788667,-23.52949695
1,-46.52628406,-23.53082767
1,-46.52626346,-23.5309516
1,-46.52760789,-23.53015977
1,-46.52522303,-23.52231926
1,-46.52540403,-23.52253026
1,-46.52535411,-23.52256531
1,-46.52501503,-23.52235326
1,-46.52458703,-23.52242326
1,-46.52440505,-23.52272292
1,-46.52449936,-23.52243726
1,-46.524382,-23.522697
1,-46.52427736,-23.52247326
1,-46.52437333,-23.52273048
1,-46.52397191,-23.52257694
1,-46.52391334,-23.52258831
1,-46.52385834,-23.52260391
1,-46.52382298,-23.52263004
1,-46.52374605,-23.52263023
1,-46.52383694,-23.52262701
2,-46.52367248,-23.52264618
1,-46.52358901,-23.52266051
